block_id	chrom	start_pos	end_pos	number_of_mutations	number_of_patients	mutation_distribution	region_names
block_3260_12_114968965_114968965	12	114968940	114968989	1	1	1	chr12:mr41777:hypo:D
block_3259_12_114917566_114917566	12	114917541	114917590	1	1	1	chr12:mr41750:hyper:D
block_3258_12_114904203_114904203	12	114904178	114904227	1	1	1	chr12:mr41745:hypo:D
block_3257_12_114882866_114882866	12	114882841	114882890	1	1	1	chr12:mr41735:hyper:D
block_3256_12_114273444_114273444	12	114273419	114273468	1	1	1	chr12:mr41415:hypo:D
block_3254_12_114115787_114115787	12	114115762	114115811	1	1	1	chr12:mr41323:hypo:D
block_3245_12_112544635_112544635	12	112544610	112544659	1	1	1	chr12:mr40346:mix:U
block_3253_12_113907540_113907540	12	113907515	113907564	1	1	1	chr12:mr41189:mix:U
block_3252_12_113813752_113813752	12	113813727	113813776	1	1	1	chr12:mr41129:hyper:D
block_3251_12_113535822_113535822	12	113535797	113535846	1	1	1	chr12:mr40964:hypo:D
block_3250_12_113533397_113533397	12	113533372	113533421	1	1	1	chr12:mr40964:hypo:D
block_3249_12_113496051_113496202	12	113496026	113496226	2	1	2	chr12:mr40938:hyper:D
block_3248_12_113494784_113494784	12	113494759	113494808	1	1	1	chr12:mr40937:mix:U
block_3247_12_113367903_113367903	12	113367878	113367927	1	1	1	chr12:mr40861:hypo:D
block_3386_8_565862_565862	8	565837	565886	1	1	1	chr8:mr257:mix:U
block_3264_12_115313324_115313324	12	115313299	115313348	1	1	1	chr12:mr42006:mix:U
block_3265_12_115465293_115465293	12	115465268	115465317	1	1	1	chr12:mr42073:hypo:D
block_3266_12_115597765_115597765	12	115597740	115597789	1	1	1	chr12:mr42131:mix:U
block_3281_12_119734498_119734498	12	119734473	119734522	1	1	1	chr12:mr44416:hypo:D
block_3280_12_118734039_118734039	12	118734014	118734063	1	1	1	chr12:mr43926:mix:U
block_3279_12_118574533_118574533	12	118574508	118574557	1	1	1	chr12:mr43836:hypo:D
block_3278_12_118542372_118542372	12	118542347	118542396	1	1	1	chr12:mr43812:hyper:D
block_3277_12_118382393_118382393	12	118382368	118382417	1	1	1	chr12:mr43706:hypo:D
block_3276_12_118365494_118365494	12	118365469	118365518	1	1	1	chr12:mr43692:hypo:D
block_3275_12_118352190_118352190	12	118352165	118352214	1	1	1	chr12:mr43684:mix:U
block_3274_12_117931974_117931974	12	117931949	117931998	1	1	1	chr12:mr43441:mix:U
block_3273_12_117812316_117812316	12	117812291	117812340	1	1	1	chr12:mr43368:hypo:D
block_3272_12_117469144_117469144	12	117469119	117469168	1	1	1	chr12:mr43160:hyper:D
block_3271_12_117286121_117286121	12	117286096	117286145	1	1	1	chr12:mr43051:mix:U
block_3270_12_116917583_116917583	12	116917558	116917607	1	1	1	chr12:mr42796:mix:U
block_3269_12_116324978_116324978	12	116324953	116325002	1	1	1	chr12:mr42505:mix:U
block_3268_12_116051505_116051505	12	116051480	116051529	1	1	1	chr12:mr42366:hypo:D
block_3267_12_115906148_115906148	12	115906123	115906172	1	1	1	chr12:mr42289:mix:U
block_3246_12_113005822_113005822	12	113005797	113005846	1	1	1	chr12:mr40669:mix:U
block_3244_12_112272933_112272933	12	112272908	112272957	1	1	1	chr12:mr40170:hypo:D
block_3207_12_102260926_102260926	12	102260901	102260950	1	1	1	chr12:mr35085:hypo:D
block_3216_12_106290475_106290475	12	106290450	106290499	1	1	1	chr12:mr36743:mix:U
block_3223_12_107823592_107823592	12	107823567	107823616	1	1	1	chr12:mr37453:hypo:D
block_3222_12_107791871_107791871	12	107791846	107791895	1	1	1	chr12:mr37432:mix:U
block_3221_12_107266873_107266873	12	107266848	107266897	1	1	1	chr12:mr37223:mix:U
block_3220_12_106698655_106698655	12	106698630	106698679	1	1	1	chr12:mr36949:mix:U
block_3219_12_106669176_106669176	12	106669151	106669200	1	1	1	chr12:mr36930:hyper:D
block_3218_12_106649648_106649648	12	106649623	106649672	1	1	1	chr12:mr36920:hypo:D
block_3217_12_106471458_106471458	12	106471433	106471482	1	1	1	chr12:mr36819:mix:U
block_3215_12_105853706_105853706	12	105853681	105853730	1	1	1	chr12:mr36558:mix:U
block_3243_12_111624885_111624885	12	111624860	111624909	1	1	1	chr12:mr39758:hypo:D
block_3214_12_105158619_105158619	12	105158594	105158643	1	1	1	chr12:mr36272:mix:U
block_3213_12_105009073_105009073	12	105009048	105009097	1	1	1	chr12:mr36172:hyper:D
block_3212_12_104138868_104138939	12	104138843	104138963	2	1	2	chr12:mr35671:mix:U
block_3211_12_104081964_104081964	12	104081939	104081988	1	1	1	chr12:mr35644:hypo:D
block_3210_12_103788006_103788006	12	103787981	103788030	1	1	1	chr12:mr35534:hypo:D
block_3209_12_103332790_103332790	12	103332765	103332814	1	1	1	chr12:mr35422:mix:U
block_3208_12_102324282_102324282	12	102324257	102324306	1	1	1	chr12:mr35130:mix:U
block_3224_12_108173288_108173288	12	108173263	108173312	1	1	1	chr12:mr37660:mix:U
block_3225_12_108305661_108305661	12	108305636	108305685	1	1	1	chr12:mr37725:mix:U
block_3226_12_108347104_108347104	12	108347079	108347128	1	1	1	chr12:mr37739:hypo:D
block_3227_12_108454330_108454330	12	108454305	108454354	1	1	1	chr12:mr37782:hypo:D
block_3242_12_111624225_111624225	12	111624200	111624249	1	1	1	chr12:mr39758:hypo:D
block_3241_12_111600587_111600587	12	111600562	111600611	1	1	1	chr12:mr39744:hypo:D
block_3240_12_111492857_111492857	12	111492832	111492881	1	1	1	chr12:mr39680:mix:U
block_3239_12_111037171_111037171	12	111037146	111037195	1	1	1	chr12:mr39377:hyper:D
block_3238_12_110991150_110991150	12	110991125	110991174	1	1	1	chr12:mr39346:mix:U
block_3237_12_110821416_110821434	12	110821391	110821458	3	1	3	chr12:mr39221:mix:U
block_3236_12_110583255_110583255	12	110583230	110583279	1	1	1	chr12:mr39065:mix:U
block_3235_12_110575519_110575519	12	110575494	110575543	1	1	1	chr12:mr39059:hypo:D
block_3234_12_110520437_110520440	12	110520412	110520464	2	1	2	chr12:mr39023:mix:U
block_3233_12_110144928_110144928	12	110144903	110144952	1	1	1	chr12:mr38758:hypo:D
block_3232_12_110116633_110116633	12	110116608	110116657	1	1	1	chr12:mr38741:hypo:D
block_3231_12_109140582_109140582	12	109140557	109140606	1	1	1	chr12:mr38152:hypo:D
block_3230_12_108891454_108891454	12	108891429	108891478	1	1	1	chr12:mr38007:mix:U
block_3229_12_108605444_108605444	12	108605419	108605468	1	1	1	chr12:mr37860:hypo:D
block_3228_12_108487854_108487854	12	108487829	108487878	1	1	1	chr12:mr37799:mix:U
block_3385_8_493280_493280	8	493255	493304	1	1	1	chr8:mr221:hypo:D
block_3411_8_2771838_2771838	8	2771813	2771862	1	1	1	chr8:mr1471:hypo:D
block_3387_8_592184_592184	8	592159	592208	1	1	1	chr8:mr267:mix:U
block_3594_8_40740037_40740037	8	40740012	40740061	1	1	1	chr8:mr18305:hypo:D
block_3601_8_41667433_41667433	8	41667408	41667457	1	1	1	chr8:mr18856:mix:U
block_3600_8_41562216_41562216	8	41562191	41562240	1	1	1	chr8:mr18795:hyper:D
block_3599_8_41543450_41543450	8	41543425	41543474	1	1	1	chr8:mr18788:mix:U
block_3598_8_41472522_41472522	8	41472497	41472546	1	1	1	chr8:mr18742:mix:U
block_3597_8_41169118_41169118	8	41169093	41169142	1	1	1	chr8:mr18556:hyper:D
block_3596_8_41062864_41062864	8	41062839	41062888	1	1	1	chr8:mr18492:mix:U
block_3595_8_40748449_40748449	8	40748424	40748473	1	1	1	chr8:mr18311:hypo:D
block_3593_8_40732566_40732566	8	40732541	40732590	1	1	1	chr8:mr18298:hypo:D
block_3603_8_41979290_41979290	8	41979265	41979314	1	1	1	chr8:mr19031:hyper:D
block_3592_8_40269139_40269139	8	40269114	40269163	1	1	1	chr8:mr18109:mix:U
block_3591_8_40264749_40264749	8	40264724	40264773	1	1	1	chr8:mr18106:mix:U
block_3590_8_40237249_40237249	8	40237224	40237273	1	1	1	chr8:mr18094:mix:U
block_3589_8_40058295_40058295	8	40058270	40058319	1	1	1	chr8:mr18032:mix:U
block_3588_8_39802393_39802393	8	39802368	39802417	1	1	1	chr8:mr17909:hyper:D
block_3587_8_39172097_39172097	8	39172072	39172121	1	1	1	chr8:mr17789:mix:U
block_3586_8_38970728_38970728	8	38970703	38970752	1	1	1	chr8:mr17732:hyper:D
block_3602_8_41848101_41848101	8	41848076	41848125	1	1	1	chr8:mr18952:mix:U
block_3604_8_42004355_42004355	8	42004330	42004379	1	1	1	chr8:mr19046:mix:U
block_3545_8_27834720_27834720	8	27834695	27834744	1	1	1	chr8:mr13043:hypo:D
block_3614_8_43380106_43380106	8	43380081	43380130	1	1	1	chr8:mr19822:mix:U
block_3621_8_47356087_47356087	8	47356062	47356111	1	1	1	chr8:mr20035:mix:U
block_3620_8_47290606_47290606	8	47290581	47290630	1	1	1	chr8:mr20023:mix:U
block_3619_8_47251348_47251348	8	47251323	47251372	1	1	1	chr8:mr20017:mix:U
block_3618_8_47151407_47151407	8	47151382	47151431	1	1	1	chr8:mr20000:mix:U
block_3617_8_47120890_47120890	8	47120865	47120914	1	1	1	chr8:mr19997:mix:U
block_3616_8_47108120_47108120	8	47108095	47108144	1	1	1	chr8:mr19996:mix:U
block_3615_8_47026439_47026439	8	47026414	47026463	1	1	1	chr8:mr19982:mix:U
block_3613_8_43072378_43072378	8	43072353	43072402	1	1	1	chr8:mr19750:hypo:D
block_3605_8_42029379_42029477	8	42029354	42029501	2	1	2	chr8:mr19059:hypo:D
block_3612_8_43068935_43068935	8	43068910	43068959	1	1	1	chr8:mr19748:mix:U
block_3611_8_43062379_43062379	8	43062354	43062403	1	1	1	chr8:mr19744:mix:U
block_3610_8_43045728_43045728	8	43045703	43045752	1	1	1	chr8:mr19731:mix:U
block_3609_8_42974230_42974230	8	42974205	42974254	1	1	1	chr8:mr19683:mix:U
block_3608_8_42616587_42616587	8	42616562	42616611	1	1	1	chr8:mr19453:mix:U
block_3607_8_42424636_42424636	8	42424611	42424660	1	1	1	chr8:mr19317:mix:U
block_3606_8_42055485_42055485	8	42055460	42055509	1	1	1	chr8:mr19077:hypo:D
block_3585_8_38844051_38844051	8	38844026	38844075	1	1	1	chr8:mr17675:mix:U
block_3584_8_38568256_38568256	8	38568231	38568280	1	1	1	chr8:mr17498:hypo:D
block_3583_8_38479390_38479390	8	38479365	38479414	1	1	1	chr8:mr17448:mix:U
block_3555_8_29819717_29819717	8	29819692	29819741	1	1	1	chr8:mr14151:mix:U
block_3562_8_32423696_32423696	8	32423671	32423720	1	1	1	chr8:mr15212:mix:U
block_3561_8_32324858_32324858	8	32324833	32324882	1	1	1	chr8:mr15178:mix:U
block_3560_8_31831609_31831609	8	31831584	31831633	1	1	1	chr8:mr15046:mix:U
block_3559_8_31287282_31287282	8	31287257	31287306	1	1	1	chr8:mr14919:mix:U
block_3558_8_31143485_31143485	8	31143460	31143509	1	1	1	chr8:mr14878:mix:U
block_3557_8_30600988_30600988	8	30600963	30601012	1	1	1	chr8:mr14641:mix:U
block_3556_8_30096760_30096760	8	30096735	30096784	1	1	1	chr8:mr14319:hypo:D
block_3554_8_29301279_29301279	8	29301254	29301303	1	1	1	chr8:mr13891:hypo:D
block_3582_8_38452127_38452127	8	38452102	38452151	1	1	1	chr8:mr17434:mix:U
block_3553_8_29237812_29237812	8	29237787	29237836	1	1	1	chr8:mr13859:hypo:D
block_3552_8_29210996_29210996	8	29210971	29211020	1	1	1	chr8:mr13841:hyper:D
block_3551_8_29148457_29148457	8	29148432	29148481	1	1	1	chr8:mr13815:mix:U
block_3550_8_28967709_28967709	8	28967684	28967733	1	1	1	chr8:mr13698:mix:U
block_3549_8_28754341_28754341	8	28754316	28754365	1	1	1	chr8:mr13600:mix:U
block_3548_8_28644993_28644993	8	28644968	28645017	1	1	1	chr8:mr13537:mix:U
block_3547_8_28105841_28105841	8	28105816	28105865	1	1	1	chr8:mr13207:hypo:D
block_3563_8_32608789_32608789	8	32608764	32608813	1	1	1	chr8:mr15270:mix:U
block_3564_8_32976004_32976004	8	32975979	32976028	1	1	1	chr8:mr15352:mix:U
block_3565_8_33240112_33240112	8	33240087	33240136	1	1	1	chr8:mr15433:mix:U
block_3566_8_33359513_33359513	8	33359488	33359537	1	1	1	chr8:mr15513:mix:U
block_3581_8_38423570_38423570	8	38423545	38423594	1	1	1	chr8:mr17412:hypo:D
block_3580_8_38322830_38322830	8	38322805	38322854	1	1	1	chr8:mr17348:mix:U
block_3579_8_38313211_38313211	8	38313186	38313235	1	1	1	chr8:mr17342:mix:U
block_3578_8_37548426_37548426	8	37548401	37548450	1	1	1	chr8:mr16845:mix:U
block_3577_8_37514462_37514462	8	37514437	37514486	1	1	1	chr8:mr16823:mix:U
block_3576_8_37472390_37472390	8	37472365	37472414	1	1	1	chr8:mr16802:hypo:D
block_3575_8_37031857_37031857	8	37031832	37031881	1	1	1	chr8:mr16572:mix:U
block_3574_8_36938813_36938813	8	36938788	36938837	1	1	1	chr8:mr16524:mix:U
block_3573_8_36347898_36347898	8	36347873	36347922	1	1	1	chr8:mr16338:mix:U
block_3572_8_36226872_36226872	8	36226847	36226896	1	1	1	chr8:mr16314:hypo:D
block_3571_8_35484225_35484225	8	35484200	35484249	1	1	1	chr8:mr16112:mix:U
block_3570_8_34717425_34717425	8	34717400	34717449	1	1	1	chr8:mr15913:mix:U
block_3569_8_34695353_34695353	8	34695328	34695377	1	1	1	chr8:mr15905:mix:U
block_3568_8_33472999_33472999	8	33472974	33473023	1	1	1	chr8:mr15596:mix:U
block_3567_8_33411599_33411599	8	33411574	33411623	1	1	1	chr8:mr15550:mix:U
block_3622_8_47360143_47360143	8	47360118	47360167	1	1	1	chr8:mr20035:mix:U
block_3623_8_48519349_48519349	8	48519324	48519373	1	1	1	chr8:mr20498:mix:U
block_3624_8_48721507_48721507	8	48721482	48721531	1	1	1	chr8:mr20618:mix:U
block_3673_8_64014779_64014779	8	64014754	64014803	1	1	1	chr8:mr26062:mix:U
block_3680_8_68118479_68118479	8	68118454	68118503	1	1	1	chr8:mr27530:mix:U
block_3679_8_67895076_67895076	8	67895051	67895100	1	1	1	chr8:mr27421:hypo:D
block_3678_8_67524644_67524644	8	67524619	67524668	1	1	1	chr8:mr27193:hyper:D
block_3677_8_67032605_67032605	8	67032580	67032629	1	1	1	chr8:mr26958:hypo:D
block_3676_8_65344401_65344401	8	65344376	65344425	1	1	1	chr8:mr26381:hypo:D
block_3675_8_65069754_65069754	8	65069729	65069778	1	1	1	chr8:mr26334:mix:U
block_3674_8_64019296_64019296	8	64019271	64019320	1	1	1	chr8:mr26065:mix:U
block_3672_8_63372689_63372689	8	63372664	63372713	1	1	1	chr8:mr25895:mix:U
block_3663_8_58375532_58375532	8	58375507	58375556	1	1	1	chr8:mr24296:hyper:D
block_3671_8_62172468_62172468	8	62172443	62172492	1	1	1	chr8:mr25576:hypo:D
block_3670_8_61396280_61396280	8	61396255	61396304	1	1	1	chr8:mr25195:mix:U
block_3669_8_60913555_60913555	8	60913530	60913579	1	1	1	chr8:mr25014:hypo:D
block_3668_8_60331547_60331547	8	60331522	60331571	1	1	1	chr8:mr24895:hypo:D
block_3667_8_60213253_60213253	8	60213228	60213277	1	1	1	chr8:mr24865:hyper:U
block_3666_8_60029906_60029906	8	60029881	60029930	1	1	1	chr8:mr24822:mix:U
block_3665_8_59090246_59090246	8	59090221	59090270	1	1	1	chr8:mr24509:mix:U
block_3681_8_68596947_68596947	8	68596922	68596971	1	1	1	chr8:mr27737:mix:U
block_3682_8_68683702_68683702	8	68683677	68683726	1	1	1	chr8:mr27776:mix:U
block_3683_8_68694729_68694729	8	68694704	68694753	1	1	1	chr8:mr27782:hypo:D
block_3684_8_69116792_69116792	8	69116767	69116816	1	1	1	chr8:mr27896:mix:U
block_3699_8_75515809_75515809	8	75515784	75515833	1	1	1	chr8:mr30008:mix:U
block_3698_8_74685021_74685021	8	74684996	74685045	1	1	1	chr8:mr29658:mix:U
block_3697_8_74326698_74326698	8	74326673	74326722	1	1	1	chr8:mr29517:hypo:D
block_3696_8_74274887_74274887	8	74274862	74274911	1	1	1	chr8:mr29484:mix:D
block_3695_8_73493743_73493743	8	73493718	73493767	1	1	1	chr8:mr29174:hypo:D
block_3694_8_73307289_73307289	8	73307264	73307313	1	1	1	chr8:mr29139:mix:U
block_3693_8_72917062_72917062	8	72917037	72917086	1	1	1	chr8:mr29053:mix:U
block_3692_8_71612346_71612346	8	71612321	71612370	1	1	1	chr8:mr28746:mix:U
block_3691_8_71444509_71444509	8	71444484	71444533	1	1	1	chr8:mr28688:mix:U
block_3690_8_71256000_71256000	8	71255975	71256024	1	1	1	chr8:mr28613:mix:U
block_3689_8_70991723_70991723	8	70991698	70991747	1	1	1	chr8:mr28496:mix:U
block_3688_8_70538134_70538134	8	70538109	70538158	1	1	1	chr8:mr28255:mix:U
block_3687_8_70069805_70069805	8	70069780	70069829	1	1	1	chr8:mr28104:hypo:D
block_3686_8_69968780_69968780	8	69968755	69968804	1	1	1	chr8:mr28079:hypo:D
block_3685_8_69755194_69755194	8	69755169	69755218	1	1	1	chr8:mr28028:mix:U
block_3664_8_58926757_58926757	8	58926732	58926781	1	1	1	chr8:mr24439:hypo:D
block_3662_8_58303568_58303568	8	58303543	58303592	1	1	1	chr8:mr24267:mix:U
block_3625_8_49034993_49034993	8	49034968	49035017	1	1	1	chr8:mr20827:mix:U
block_3634_8_50313663_50313663	8	50313638	50313687	1	1	1	chr8:mr21341:mix:U
block_3641_8_51265015_51265015	8	51264990	51265039	1	1	1	chr8:mr21527:mix:U
block_3640_8_51113089_51113089	8	51113064	51113113	1	1	1	chr8:mr21503:hypo:D
block_3639_8_51039696_51039696	8	51039671	51039720	1	1	1	chr8:mr21487:hypo:D
block_3638_8_50950909_50950909	8	50950884	50950933	1	1	1	chr8:mr21470:mix:U
block_3637_8_50793806_50793806	8	50793781	50793830	1	1	1	chr8:mr21441:hypo:D
block_3636_8_50653445_50653445	8	50653420	50653469	1	1	1	chr8:mr21417:mix:U
block_3635_8_50552425_50552425	8	50552400	50552449	1	1	1	chr8:mr21393:hypo:D
block_3633_8_50115140_50115140	8	50115115	50115164	1	1	1	chr8:mr21293:mix:U
block_3661_8_57923532_57923532	8	57923507	57923556	1	1	1	chr8:mr24145:mix:U
block_3632_8_50064059_50064059	8	50064034	50064083	1	1	1	chr8:mr21283:mix:U
block_3631_8_49890070_49890070	8	49890045	49890094	1	1	1	chr8:mr21239:mix:U
block_3630_8_49430614_49430614	8	49430589	49430638	1	1	1	chr8:mr21018:mix:U
block_3629_8_49418825_49418825	8	49418800	49418849	1	1	1	chr8:mr21012:mix:U
block_3628_8_49342967_49342967	8	49342942	49342991	1	1	1	chr8:mr20968:hypo:D
block_3627_8_49282980_49282980	8	49282955	49283004	1	1	1	chr8:mr20938:mix:U
block_3626_8_49060915_49060915	8	49060890	49060939	1	1	1	chr8:mr20842:hypo:D
block_3642_8_51283186_51283186	8	51283161	51283210	1	1	1	chr8:mr21534:hypo:D
block_3643_8_51381810_51381810	8	51381785	51381834	1	1	1	chr8:mr21552:mix:U
block_3644_8_51617244_51617244	8	51617219	51617268	1	1	1	chr8:mr21593:mix:U
block_3645_8_52317772_52317772	8	52317747	52317796	1	1	1	chr8:mr21773:mix:U
block_3660_8_57657934_57657934	8	57657909	57657958	1	1	1	chr8:mr24061:mix:U
block_3659_8_57299010_57299010	8	57298985	57299034	1	1	1	chr8:mr23920:mix:U
block_3658_8_57148153_57148153	8	57148128	57148177	1	1	1	chr8:mr23858:mix:U
block_3657_8_56891441_56891441	8	56891416	56891465	1	1	1	chr8:mr23712:mix:U
block_3656_8_56753543_56753543	8	56753518	56753567	1	1	1	chr8:mr23620:hyper:D
block_3655_8_55984166_55984166	8	55984141	55984190	1	1	1	chr8:mr23294:mix:U
block_3654_8_55926850_55926850	8	55926825	55926874	1	1	1	chr8:mr23276:hypo:D
block_3653_8_55171908_55171908	8	55171883	55171932	1	1	1	chr8:mr22986:mix:U
block_3652_8_55156891_55156891	8	55156866	55156915	1	1	1	chr8:mr22975:mix:U
block_3651_8_55119365_55119365	8	55119340	55119389	1	1	1	chr8:mr22946:mix:U
block_3650_8_54569055_54569055	8	54569030	54569079	1	1	1	chr8:mr22627:mix:U
block_3649_8_54398572_54398572	8	54398547	54398596	1	1	1	chr8:mr22560:hypo:D
block_3648_8_53467738_53467738	8	53467713	53467762	1	1	1	chr8:mr22240:mix:U
block_3647_8_52573103_52573103	8	52573078	52573127	1	1	1	chr8:mr21849:mix:U
block_3646_8_52557294_52557294	8	52557269	52557318	1	1	1	chr8:mr21842:mix:U
block_3546_8_27933747_27933747	8	27933722	27933771	1	1	1	chr8:mr13110:hyper:D
block_3544_8_27749756_27749756	8	27749731	27749780	1	1	1	chr8:mr12993:hypo:D
block_3388_8_707474_707474	8	707449	707498	1	1	1	chr8:mr337:hypo:D
block_3437_8_6661914_6661914	8	6661889	6661938	1	1	1	chr8:mr3377:hypo:D
block_3444_8_8553930_8553930	8	8553905	8553954	1	1	1	chr8:mr4263:mix:U
block_3443_8_8501242_8501242	8	8501217	8501266	1	1	1	chr8:mr4227:mix:U
block_3442_8_7564288_7564288	8	7564263	7564312	1	1	1	chr8:mr3786:mix:U
block_3441_8_6930455_6930455	8	6930430	6930479	1	1	1	chr8:mr3531:hypo:D
block_3440_8_6802254_6802254	8	6802229	6802278	1	1	1	chr8:mr3462:hypo:D
block_3439_8_6794526_6794526	8	6794501	6794550	1	1	1	chr8:mr3455:hypo:D
block_3438_8_6720450_6720450	8	6720425	6720474	1	1	1	chr8:mr3409:mix:U
block_3436_8_6465312_6465312	8	6465287	6465336	1	1	1	chr8:mr3262:mix:U
block_3446_8_8678739_8678739	8	8678714	8678763	1	1	1	chr8:mr4341:mix:D
block_3435_8_6284819_6284819	8	6284794	6284843	1	1	1	chr8:mr3153:mix:U
block_3434_8_6199268_6199268	8	6199243	6199292	1	1	1	chr8:mr3088:hypo:D
block_3433_8_6155288_6155288	8	6155263	6155312	1	1	1	chr8:mr3056:mix:U
block_3432_8_6154245_6154245	8	6154220	6154269	1	1	1	chr8:mr3055:mix:U
block_3431_8_5525991_5525991	8	5525966	5526015	1	1	1	chr8:mr2763:mix:U
block_3430_8_5207644_5207644	8	5207619	5207668	1	1	1	chr8:mr2627:hypo:D
block_3429_8_5029237_5029237	8	5029212	5029261	1	1	1	chr8:mr2565:hypo:D
block_3445_8_8655584_8655584	8	8655559	8655608	1	1	1	chr8:mr4324:hypo:D
block_3447_8_8709685_8709685	8	8709660	8709709	1	1	1	chr8:mr4365:hypo:D
block_3543_8_27500864_27500864	8	27500839	27500888	1	1	1	chr8:mr12861:mix:D
block_3457_8_9755920_9755920	8	9755895	9755944	1	1	1	chr8:mr4961:hyper:D
block_3464_8_10504587_10504587	8	10504562	10504611	1	1	1	chr8:mr5384:hypo:D
block_3463_8_10476645_10476645	8	10476620	10476669	1	1	1	chr8:mr5371:hypo:D
block_3462_8_10426627_10426627	8	10426602	10426651	1	1	1	chr8:mr5342:hypo:D
block_3461_8_9988269_9988269	8	9988244	9988293	1	1	1	chr8:mr5091:mix:U
block_3460_8_9974666_9974666	8	9974641	9974690	1	1	1	chr8:mr5082:hypo:D
block_3459_8_9855551_9855551	8	9855526	9855575	1	1	1	chr8:mr5019:hypo:D
block_3458_8_9784593_9784593	8	9784568	9784617	1	1	1	chr8:mr4976:hyper:D
block_3456_8_9753927_9753927	8	9753902	9753951	1	1	1	chr8:mr4961:hyper:D
block_3448_8_8749417_8749425	8	8749392	8749449	2	1	2	chr8:mr4394:hypo:D
block_3455_8_9640292_9640292	8	9640267	9640316	1	1	1	chr8:mr4903:hyper:D
block_3454_8_8931723_8931723	8	8931698	8931747	1	1	1	chr8:mr4521:mix:U
block_3453_8_8928424_8928424	8	8928399	8928448	1	1	1	chr8:mr4518:mix:U
